id,name,ascii,alt_name,lat,long,feat_class,feat_code,country,cc2,admin1,admin2,admin3,admin4,population,elevation,dem,tz,modified_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881791,Abbotsford,Abbotsford,Abbotsford,YXX,Абботсфорд,49.05798,-122.25257,P,PPL,CA,,2,5957659,,,151683,,114,America/Vancouver,2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882142,Acton Vale,Acton Vale,,45.65007,-72.56582,P,PPL,CA,,10,16,,,5135,,90,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882799,Airdrie,Airdrie,Erdri,ai er de li,ayrdray,ayrdry,eeodeuli,Ердри,إيردراي,ائرڈرائ,ایردری,艾尔德里,에어드리,51.30011,-114.03528,P,PPL,CA,,1,,,,24673,,1086,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408000,Sedalia,Sedalia,DMO,Sedalia,sdalya, myzwry,Седалиа,سدالیا، میزوری,38.70446,-93.22826,P,PPLA2,US,,MO,159,,,21387,277,282,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408611,Shrewsbury,Shrewsbury,Shrusberi,Шрусбери,38.59033,-90.33678,P,PPL,US,,MO,189,,,6254,167,166,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408672,Sikeston,Sikeston,SIK,Sajkston,sai ke si dun,saykstwn, myzwry,Сайкстон,سایکستون، میزوری,赛克斯顿,36.87672,-89.58786,P,PPL,US,,MO,201,,,16318,100,101,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409199,Smithville,Smithville,,39.38694,-94.58107,P,PPL,US,,MO,47,,,8425,248,251,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409591,Spanish Lake,Spanish Lake,,38.78783,-90.21594,P,PPL,US,,MO,189,,,19650,165,171,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409896,Springfield,Springfield,SGF,Springfield,Springfijld,Springfild,aspryngfyld, myzwry,seupeulingpildeu,si pu lin fei er de,supuringufirudo,Спрингфийлд,Спрингфилд,اسپرینگفیلد، میزوری,スプリングフィールド,斯普林菲尔德,스프링필드,37.21533,-93.29824,P,PPLA2,US,,MO,77,,,159498,396,399,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410669,Sullivan,Sullivan,,38.2081,-91.16042,P,PPL,US,,MO,71,,,7081,299,299,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410836,Sunset Hills,Sunset Hills,,38.53894,-90.40734,P,PPL,US,,MO,189,,,8496,188,188,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411912,Town and Country,Town and Country,,38.61228,-90.46345,P,PPL,US,,MO,189,,,10815,178,186,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412089,Troy,Troy,Troja,Троя,38.97949,-90.9807,P,PPLA2,US,,MO,113,,,10540,165,163,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412454,Union,Union,,38.45005,-91.00848,P,PPLA2,US,,MO,71,,,10204,162,163,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412697,University City,University City,,38.65588,-90.30928,P,PPL,US,,MO,189,,,35371,161,160,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412820,Valley Park,Valley Park,,38.54922,-90.49262,P,PPL,US,,MO,189,,,6942,130,131,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413595,Warrensburg,Warrensburg,,38.76279,-93.73605,P,PPLA2,US,,MO,101,,,18838,263,270,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413598,Warrenton,Warrenton,,38.81144,-91.14154,P,PPLA2,US,,MO,219,,,7880,270,271,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413621,Washington,Washington,Vashington,washyngtn, myzwry,Вашингтон,واشینگتن، میزوری,38.55811,-91.01209,P,PPL,US,,MO,71,,,13982,168,171,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413842,Webb City,Webb City,,37.14645,-94.463,P,PPL,US,,MO,97,,,10996,305,305,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413872,Webster Groves,Webster Groves,,38.59255,-90.35734,P,PPL,US,,MO,189,,,22995,170,173,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413926,Weldon Spring,Weldon Spring,,38.71339,-90.68929,P,PPL,US,,MO,183,,,5443,165,162,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414001,Wentzville,Wentzville,,38.81144,-90.85291,P,PPL,US,,MO,183,,,29070,190,187,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414200,West Plains,West Plains,,36.72812,-91.85237,P,PPLA2,US,,MO,91,,,11986,306,307,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414749,Wildwood,Wildwood,,38.58283,-90.6629,P,PPL,US,,MO,189,,,35517,230,235,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414816,Willard,Willard,,37.30505,-93.42853,P,PPL,US,,MO,77,,,5288,377,380,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415813,Aberdeen,Aberdeen,Aberdin,a bo ding,abrdyn, mysysypy,aebeodin,Абердин,ابردین، میسیسیپی,阿伯丁,애버딘,33.82511,-88.54366,P,PPLA2,US,,MS,95,,,5612,73,71,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416192,Amory,Amory,,33.98428,-88.4881,P,PPL,US,,MS,95,,,7316,73,76,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417130,Batesville,Batesville,,34.3115,-89.94426,P,PPL,US,,MS,107,,,7463,71,76,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417205,Bay Saint Louis,Bay Saint Louis,Bay St. Louis,30.30881,-89.33005,P,PPLA2,US,,MS,45,,,9260,7,13,America/Chicago,2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418478,Biloxi,Biloxi,Biloksi,Biloxi,bi luo ke xi,billeogsi,birokushi,bylaksy, mysysypy,Билокси,بیلاکسی، میسیسیپی,ビロクシ,比洛克西,빌럭시,30.39603,-88.88531,P,PPL,US,,MS,47,,,44054,6,7,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419094,Booneville,Booneville,,34.65815,-88.56672,P,PPLA2,US,,MS,117,,,8743,158,159,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419290,Brandon,Brandon,Brehndon,Брэндон,32.2732,-89.98592,P,PPLA2,US,,MS,121,,,21705,147,147,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419500,Brookhaven,Brookhaven,,31.57906,-90.44065,P,PPLA2,US,,MS,85,,,12513,149,153,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420177,Byram,Byram,,32.17932,-90.24537,P,PPL,US,,MS,49,,,11489,81,81,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420617,Canton,Canton,,32.61264,-90.03675,P,PPLA2,US,,MS,89,,,13189,71,76,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420719,Carriere,Carriere,,30.61686,-89.65256,P,PPL,US,,MS,109,,,13198,48,56,America/Chicago,2013-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420799,Carthage,Carthage,,32.73264,-89.53618,P,PPLA2,US,,MS,79,,,5075,107,108,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421935,Clarksdale,Clarksdale,CKM,Klarksdehjl,Klarksdejl,klarksdyl, mysysypy,Кларксдејл,Кларксдэйл,کلارکسدیل، میسیسیپی,34.20011,-90.57093,P,PPLA2,US,,MS,27,,,17962,53,54,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422106,Cleveland,Cleveland,Klivlend,Кливленд,33.744,-90.72482,P,PPL,US,,MS,11,,,12334,43,43,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422133,Clinton,Clinton,Klinton,Клинтон,32.34153,-90.32176,P,PPL,US,,MS,49,,,25216,109,116,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422442,Columbus,Columbus,Columbus,Kolumbus,Kulumbus,UBS,ge lun bu,klambs, mysysypy,Колумбус,Кълъмбъс,کلامبس، میسیسیپی,哥伦布,33.49567,-88.42726,P,PPLA2,US,,MS,87,,,23640,66,69,America/Chicago,2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422457,Columbia,Columbia,Kolumbija,Колумбия,31.25184,-89.83758,P,PPLA2,US,,MS,91,,,6582,45,48,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422713,Corinth,Corinth,CRX,Korinf,krynt, mysysypy,Коринф,کرینت، میسیسیپی,34.93425,-88.52227,P,PPLA2,US,,MS,3,,,14573,134,133,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423227,Crystal Springs,Crystal Springs,,31.98738,-90.35704,P,PPL,US,,MS,29,,,5044,143,144,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423395,D'Iberville,D'Iberville,,30.42631,-88.89086,P,PPL,US,,MS,47,,,9486,4,5,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423888,Diamondhead,Diamondhead,,30.39464,-89.36394,P,PPL,US,,MS,45,,,8425,20,31,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426822,Flowood,Flowood,,32.30959,-90.13898,P,PPL,US,,MS,121,,,7823,82,88,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426884,Forest,Forest,,32.36459,-89.47423,P,PPLA2,US,,MS,123,,,5684,145,149,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427569,Gautier,Gautier,Got'e,Готье,30.38576,-88.61169,P,PPL,US,,MS,59,,,18572,2,6,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428475,Greenville,Greenville,GLH,Grinvill,grynwyl, mysysypy,Гринвилл,گرینویل، میسیسیپی,33.41012,-91.06177,P,PPLA2,US,,MS,151,,,34400,40,44,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428495,Greenwood,Greenwood,GWO,Grijnud,grynwwd, mysysypy,Грийнуд,گرینوود، میسیسیپی,33.51623,-90.17953,P,PPLA2,US,,MS,83,,,15205,40,41,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428539,Grenada,Grenada,Grenada,grynyda, mysysypy,Гренада,گرینیدا، میسیسیپی,33.769,-89.80842,P,PPLA2,US,,MS,43,,,13092,66,67,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428654,Gulf Hills,Gulf Hills,,30.43048,-88.84225,P,PPL,US,,MS,59,,,7144,4,12,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428663,Gulf Park Estates,Gulf Park Estates,,30.39187,-88.76114,P,PPL,US,,MS,59,,,5719,5,11,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428667,Gulfport,Gulfport,GPT,Galfport,Galfporta,Gulfport,galfpwrt, mysysypy,garufupoto,ge er fu bo te,Галфпорт,Галфпорта,Гълфпорт,Ґалфпорт,گالفپورت، میسیسیپی,ガルフポート,格尔夫波特,30.36742,-89.09282,P,PPL,US,,MS,47,,,67793,6,12,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429295,Hattiesburg,Hattiesburg,HBG,ha di si bao,hattizubagu,htyzbrg, mysysypy,هتیزبرگ، میسیسیپی,ハッティズバーグ,哈蒂斯堡,31.32712,-89.29034,P,PPLA2,US,,MS,35,,,45989,52,54,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429589,Hernando,Hernando,,34.82399,-89.9937,P,PPLA2,US,,MS,33,,,14090,116,117,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430103,Holly Springs,Holly Springs,,31.31573,-89.97786,P,PPL,US,,MS,91,,,7901,93,99,America/Chicago,2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430104,Holly Springs,Holly Springs,,34.7676,-89.44869,P,PPLA2,US,,MS,93,,,7699,183,186,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430400,Horn Lake,Horn Lake,,34.95537,-90.03481,P,PPL,US,,MS,33,,,26066,91,89,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430981,Indianola,Indianola,,33.45095,-90.65509,P,PPLA2,US,,MS,133,,,10683,37,41,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431410,Jackson,Jackson,Dzekson,Dzeksona,Dzeksonas,Dzhaksun,Dzhehkson,Dzhekson,Džeksona,Džeksonas,JAN,Jackson,Jackson i Mississippi,Siti of Dzhekson,g'qswn,jaegseun,jakcan,jakswn, msysyby,jakuson,jeksana,jie ke xun,jkswn, mysysypy,jyksn,Џексон,Джаксън,Джексон,Джэксон,Сити оф Джексон,Ջեքսոն,ג'קסון,جاكسون، مسيسيبي,جکسون، میسیسیپی,جیکسن,जॅक्सन,ஜாக்சன்,ジャクソン,杰克逊,잭슨,32.29876,-90.18481,P,PPLA,US,,MS,49,,,173514,85,100,America/Chicago,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432542,Kosciusko,Kosciusko,,33.05763,-89.58758,P,PPLA2,US,,MS,7,,,7402,147,152,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433016,Latimer,Latimer,,30.53464,-88.8667,P,PPL,US,,MS,59,,,6079,22,28,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433039,Laurel,Laurel,LUL,larl, mysysypy,loleol,لارل، میسیسیپی,로럴,31.69405,-89.13061,P,PPL,US,,MS,67,,,18540,82,89,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434069,Long Beach,Long Beach,Long-Bich,Лонг-Бич,30.35048,-89.15282,P,PPL,US,,MS,47,,,14792,8,11,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434283,Louisville,Louisville,Luisvil,Луисвил,33.12374,-89.05506,P,PPLA2,US,,MS,159,,,6631,174,176,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434663,Madison,Madison,Madison,Мадисон,32.46181,-90.11536,P,PPL,US,,MS,89,,,24149,103,108,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435318,McComb,McComb,,31.24379,-90.45315,P,PPL,US,,MS,113,,,12790,129,131,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435764,Meridian,Meridian,MEI,Meridian,meolidieon,mrydyan, mysysypy,Меридиан,مریدیان، میسیسیپی,머리디언,32.36431,-88.70366,P,PPLA2,US,,MS,75,,,41148,105,103,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436743,Moss Point,Moss Point,,30.41159,-88.53446,P,PPL,US,,MS,59,,,13704,5,9,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437982,Natchez,Natchez,HEZ,Natchez,na qi ci,natshyz, msysyby,nchyz, mysysypy,Натчез,ناتشيز، مسيسيبي,نچیز، میسیسیپی,纳奇兹,31.56044,-91.40317,P,PPLA2,US,,MS,1,,,15792,66,71,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438121,New Albany,New Albany,N'ju-Albani,Нью-Албани,34.49427,-89.00784,P,PPLA2,US,,MS,145,,,8034,110,111,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439506,Ocean Springs,Ocean Springs,,30.41131,-88.82781,P,PPL,US,,MS,59,,,17442,7,10,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439869,Olive Branch,Olive Branch,OLV,34.96176,-89.82953,P,PPL,US,,MS,33,,,33484,118,119,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440076,Oxford,Oxford,Oksford,UOX,aksfwrd, mysysypy,ogseupeodeu,Оксфорд,آکسفورد، میسیسیپی,옥스퍼드,34.3665,-89.51925,P,PPLA2,US,,MS,71,,,18916,154,155,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440397,Pascagoula,Pascagoula,PGL,Paskagula,pa si ka gu la,pasukagura,pskgwla, mysysypy,Паскагула,پسکگولا، میسیسیپی,パスカグーラ,帕斯卡古拉,30.36576,-88.55613,P,PPLA2,US,,MS,59,,,22392,3,6,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440559,Pearl,Pearl,,32.27459,-90.13203,P,PPL,US,,MS,121,,,25092,84,89,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440837,Petal,Petal,,31.34656,-89.26006,P,PPL,US,,MS,35,,,10454,48,52,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440906,Philadelphia,Philadelphia,Filadel'fija,Филадельфия,32.77152,-89.11673,P,PPLA2,US,,MS,99,,,7477,128,128,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440975,Picayune,Picayune,PCU,30.52547,-89.67951,P,PPL,US,,MS,109,,,10878,22,21,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442067,Pontotoc,Pontotoc,,34.24788,-88.99867,P,PPLA2,US,,MS,115,,,5625,152,154,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443249,Richland,Richland,Richlend,Ричленд,32.23904,-90.15842,P,PPL,US,,MS,121,,,6912,81,85,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443296,Ridgeland,Ridgeland,,32.42848,-90.13231,P,PPL,US,,MS,89,,,24047,109,113,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443338,Ripley,Ripley,,34.72982,-88.95062,P,PPLA2,US,,MS,139,,,5395,152,152,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445447,Senatobia,Senatobia,,34.6176,-89.9687,P,PPLA2,US,,MS,137,,,8165,88,87,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446675,Southaven,Southaven,,34.98898,-90.01259,P,PPL,US,,MS,33,,,48982,95,95,America/Chicago,2011-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
